id,text,label
225,Rs.18289.00 credited to your a/c XXXX9396 from refund@upi. Ref No 3403921844. Avl bal Rs.86723.00.,Transfers Received
226,Rs.9556.00 credited to your a/c XXXX9939 from phonepe@upi. Ref No 2292531514. Avl bal Rs.69785.00.,Transfers Received
227,UPI transaction of Rs.16195.00 made to zomato on 19-May-25. Ref No 5471676804. Avl bal Rs.85595.00.,Food & Delivery
228,You have sent Rs.6274.00 to father@upi via UPI. Ref No 3542334138. Date: 22-May-25. Avl bal Rs.94489.00.,Transfers Sent
229,You have sent Rs.19903.00 to father@upi via UPI. Ref No 3475428617. Date: 04-Jan-25. Avl bal Rs.71585.00.,Transfers Sent
230,Failed UPI transaction of Rs.10149.00 attempted at zomato@upi on 19-Mar-25. Ref No 9199399639. Amount will be reversed if debited.,Failed Transactions
231,UPI AutoPay: Rs.9911.00 deducted for youtube subscription. Ref No 7992118078.,Entertainment/Subscriptions
232,Rs.11226.00 debited towards rapido ride via UPI. Ref No 9827478774. Avl bal Rs.68034.00.,Transport
233,UPI AutoPay: Rs.15068.00 deducted for tataplay subscription. Ref No 4869653438.,Entertainment/Subscriptions
234,Rs.17708.00 credited to your a/c XXXX6707 from googlepay@upi. Ref No 7550390581. Avl bal Rs.39231.00.,Transfers Received
235,Rs.8536.00 paid via UPI for airtel bill. Ref No 5679523179.,Bills & Recharge
236,You have sent Rs.15389.00 to brother@upi via UPI. Ref No 5051386380. Date: 22-Oct-25. Avl bal Rs.22877.00.,Transfers Sent
237,Your UPI transaction of Rs.10957.00 to makemytrip was successful. Ref No 4022080065.,Travel & Booking
238,Your UPI transaction of Rs.13312.00 to airindia was successful. Ref No 8232262120.,Travel & Booking
239,Rs.16013.00 credited to your a/c XXXX5386 from phonepe@upi. Ref No 3350729909. Avl bal Rs.68658.00.,Transfers Received
240,Rs.18465.00 debited towards delhimetro ride via UPI. Ref No 8183720860. Avl bal Rs.96547.00.,Transport
241,Rs.342.00 paid via UPI for bsnl bill. Ref No 8295743988.,Bills & Recharge
242,Rs.7174.00 debited towards uber ride via UPI. Ref No 8381012097. Avl bal Rs.98738.00.,Transport
243,Your UPI transaction of Rs.10983.00 to airindia was successful. Ref No 6187544338.,Travel & Booking
244,Rs.9065.00 paid via UPI for jio bill. Ref No 5458298688.,Bills & Recharge
245,Rs.8917.00 paid via UPI for vodafone bill. Ref No 7998812193.,Bills & Recharge
246,Rs.18605.00 debited towards rapido ride via UPI. Ref No 3806423886. Avl bal Rs.16881.00.,Transport
247,Rs.2635.00 debited towards ola ride via UPI. Ref No 3417646915. Avl bal Rs.55004.00.,Transport
248,Rs.14236.00 debited towards uber ride via UPI. Ref No 2575205999. Avl bal Rs.45344.00.,Transport
249,Rs.16980.00 paid via UPI for dth bill. Ref No 1176474503.,Bills & Recharge
250,Your UPI transaction of Rs.10228.00 to indigo was successful. Ref No 9144097572.,Travel & Booking
251,UPI transaction of Rs.16247.00 made to dominos on 24-Jun-25. Ref No 2795153177. Avl bal Rs.26393.00.,Food & Delivery
252,Your UPI transaction of Rs.4203.00 to redbus was successful. Ref No 3616511256.,Travel & Booking
253,UPI transaction of Rs.1509.00 made to pizzahut on 20-Nov-25. Ref No 2576465005. Avl bal Rs.8908.00.,Food & Delivery
254,Your UPI transaction of Rs.18339.00 to airindia was successful. Ref No 4430629376.,Travel & Booking
255,Failed UPI transaction of Rs.2313.00 attempted at amazon@upi on 24-Oct-25. Ref No 8846032619. Amount will be reversed if debited.,Failed Transactions
256,Rs.13371.00 credited to your a/c XXXX5160 from refund@upi. Ref No 6975055323. Avl bal Rs.29027.00.,Transfers Received
257,Rs.10564.00 debited towards delhimetro ride via UPI. Ref No 1905625087. Avl bal Rs.63505.00.,Transport
258,UPI transaction of Rs.4596.00 made to burgerking on 12-Sep-25. Ref No 8318138042. Avl bal Rs.88093.00.,Food & Delivery
259,You have sent Rs.9990.00 to father@upi via UPI. Ref No 1626503062. Date: 13-Apr-25. Avl bal Rs.62896.00.,Transfers Sent
260,Your a/c XXXX6617 debited by Rs.9338.00 on 01-Sep-25 to reliance@upi. Ref No 5992687202. Avl bal Rs.70747.00.,Shopping
261,UPI transaction of Rs.17823.00 made to zomato on 21-Jan-25. Ref No 9528192349. Avl bal Rs.86157.00.,Food & Delivery
262,Failed UPI transaction of Rs.4688.00 attempted at flipkart@upi on 10-Nov-25. Ref No 9692263239. Amount will be reversed if debited.,Failed Transactions
263,Your a/c XXXX8996 debited by Rs.7057.00 on 27-Sep-25 to reliance@upi. Ref No 3824650328. Avl bal Rs.32862.00.,Shopping
264,You have sent Rs.14670.00 to sister@upi via UPI. Ref No 8162600373. Date: 26-Feb-25. Avl bal Rs.65297.00.,Transfers Sent
265,Rs.17257.00 debited towards rapido ride via UPI. Ref No 7508205086. Avl bal Rs.4882.00.,Transport
266,UPI AutoPay: Rs.1835.00 deducted for spotify subscription. Ref No 7356344742.,Entertainment/Subscriptions
267,Rs.3651.00 credited to your a/c XXXX2886 from company@upi. Ref No 8309491907. Avl bal Rs.42609.00.,Transfers Received
268,UPI AutoPay: Rs.1588.00 deducted for tataplay subscription. Ref No 2057456574.,Entertainment/Subscriptions
269,Rs.7445.00 credited to your a/c XXXX9442 from company@upi. Ref No 9149019371. Avl bal Rs.78929.00.,Transfers Received
270,UPI transaction of Rs.6060.00 made to dominos on 21-Mar-25. Ref No 3342433882. Avl bal Rs.92611.00.,Food & Delivery
271,Rs.14693.00 credited to your a/c XXXX9042 from salary@upi. Ref No 9385372147. Avl bal Rs.65070.00.,Transfers Received
272,Your a/c XXXX9031 debited by Rs.2911.00 on 13-Jul-25 to bigbazaar@upi. Ref No 3626770904. Avl bal Rs.64612.00.,Shopping
273,Failed UPI transaction of Rs.15183.00 attempted at swiggy@upi on 08-Oct-25. Ref No 3939818897. Amount will be reversed if debited.,Failed Transactions
274,You have sent Rs.6240.00 to friend@upi via UPI. Ref No 9152082023. Date: 27-Sep-25. Avl bal Rs.4043.00.,Transfers Sent
275,You have sent Rs.9034.00 to friend@upi via UPI. Ref No 6086215849. Date: 19-Jul-25. Avl bal Rs.40144.00.,Transfers Sent
276,Your UPI transaction of Rs.6774.00 to bookmyshow was successful. Ref No 6025065568.,Travel & Booking
277,Rs.7533.00 paid via UPI for djb bill. Ref No 5631478873.,Bills & Recharge
278,Rs.15654.00 debited towards uber ride via UPI. Ref No 9719219130. Avl bal Rs.48364.00.,Transport
279,Rs.13309.00 credited to your a/c XXXX4976 from googlepay@upi. Ref No 9467224376. Avl bal Rs.67083.00.,Transfers Received
280,Your a/c XXXX8140 debited by Rs.5819.00 on 20-May-25 to shoppersstop@upi. Ref No 3991449686. Avl bal Rs.61597.00.,Shopping
281,UPI transaction of Rs.19220.00 made to burgerking on 22-Jan-25. Ref No 2497895666. Avl bal Rs.91336.00.,Food & Delivery
282,Rs.5429.00 debited towards uber ride via UPI. Ref No 3432802492. Avl bal Rs.32056.00.,Transport
283,UPI transaction of Rs.14868.00 made to swiggy on 26-Jul-25. Ref No 1999711199. Avl bal Rs.63322.00.,Food & Delivery
284,Failed UPI transaction of Rs.11146.00 attempted at dominos@upi on 13-May-25. Ref No 3803792550. Amount will be reversed if debited.,Failed Transactions
285,Rs.13906.00 credited to your a/c XXXX3577 from refund@upi. Ref No 9334711066. Avl bal Rs.71164.00.,Transfers Received
286,Failed UPI transaction of Rs.4474.00 attempted at ola@upi on 17-Oct-25. Ref No 2188670525. Amount will be reversed if debited.,Failed Transactions
287,You have sent Rs.3533.00 to father@upi via UPI. Ref No 5318143045. Date: 26-Mar-25. Avl bal Rs.20871.00.,Transfers Sent
288,Rs.19427.00 debited towards uber ride via UPI. Ref No 5903740241. Avl bal Rs.79290.00.,Transport
289,Rs.17479.00 debited towards rapido ride via UPI. Ref No 5473980265. Avl bal Rs.19628.00.,Transport
290,Your UPI transaction of Rs.11852.00 to bookmyshow was successful. Ref No 8970618536.,Travel & Booking
291,Your UPI transaction of Rs.19850.00 to makemytrip was successful. Ref No 3462455493.,Travel & Booking
292,You have sent Rs.7285.00 to sister@upi via UPI. Ref No 1055370648. Date: 30-Jan-25. Avl bal Rs.32180.00.,Transfers Sent
293,Failed UPI transaction of Rs.4556.00 attempted at zomato@upi on 05-May-25. Ref No 9453008504. Amount will be reversed if debited.,Failed Transactions
294,Rs.18937.00 credited to your a/c XXXX3906 from phonepe@upi. Ref No 9788592323. Avl bal Rs.16389.00.,Transfers Received
295,Failed UPI transaction of Rs.18657.00 attempted at swiggy@upi on 21-Apr-25. Ref No 5930242413. Amount will be reversed if debited.,Failed Transactions
296,Failed UPI transaction of Rs.7242.00 attempted at ola@upi on 21-May-25. Ref No 2130425274. Amount will be reversed if debited.,Failed Transactions
297,You have sent Rs.11404.00 to mother@upi via UPI. Ref No 6247441177. Date: 03-Oct-25. Avl bal Rs.41361.00.,Transfers Sent
298,UPI AutoPay: Rs.8923.00 deducted for youtube subscription. Ref No 2885254436.,Entertainment/Subscriptions
299,Your a/c XXXX6500 debited by Rs.19864.00 on 03-Aug-25 to bigbazaar@upi. Ref No 4205827921. Avl bal Rs.76394.00.,Shopping
300,UPI AutoPay: Rs.7896.00 deducted for gaana subscription. Ref No 1550012360.,Entertainment/Subscriptions
301,UPI AutoPay: Rs.16404.00 deducted for hotstar subscription. Ref No 9046414368.,Entertainment/Subscriptions
302,UPI transaction of Rs.15465.00 made to kfc on 06-Mar-25. Ref No 7573183126. Avl bal Rs.40338.00.,Food & Delivery
303,Rs.19878.00 debited towards ola ride via UPI. Ref No 4849543946. Avl bal Rs.77961.00.,Transport
304,You have sent Rs.764.00 to sister@upi via UPI. Ref No 1251578212. Date: 10-Mar-25. Avl bal Rs.88464.00.,Transfers Sent
305,UPI transaction of Rs.15725.00 made to pizzahut on 10-Sep-25. Ref No 5920296766. Avl bal Rs.66718.00.,Food & Delivery
306,Rs.6094.00 credited to your a/c XXXX8105 from salary@upi. Ref No 8783120386. Avl bal Rs.63847.00.,Transfers Received
307,You have sent Rs.10882.00 to father@upi via UPI. Ref No 2568874632. Date: 05-Mar-25. Avl bal Rs.37659.00.,Transfers Sent
308,You have sent Rs.10878.00 to father@upi via UPI. Ref No 8533676520. Date: 16-Aug-25. Avl bal Rs.9821.00.,Transfers Sent
309,Rs.9817.00 paid via UPI for bsnl bill. Ref No 2184142811.,Bills & Recharge
310,You have sent Rs.14117.00 to mother@upi via UPI. Ref No 5563073336. Date: 23-Feb-25. Avl bal Rs.77639.00.,Transfers Sent
311,UPI AutoPay: Rs.13839.00 deducted for sonyliv subscription. Ref No 1291327491.,Entertainment/Subscriptions
312,UPI transaction of Rs.70.00 made to zomato on 16-Dec-25. Ref No 2025123741. Avl bal Rs.96675.00.,Food & Delivery
313,Rs.18918.00 paid via UPI for airtel bill. Ref No 1869292928.,Bills & Recharge
314,Rs.17040.00 paid via UPI for bescom bill. Ref No 7882398151.,Bills & Recharge
315,Rs.12615.00 debited towards uber ride via UPI. Ref No 2774295642. Avl bal Rs.54799.00.,Transport
316,Failed UPI transaction of Rs.18063.00 attempted at flipkart@upi on 27-Nov-25. Ref No 1289006933. Amount will be reversed if debited.,Failed Transactions
317,Rs.7756.00 credited to your a/c XXXX2550 from company@upi. Ref No 2482588237. Avl bal Rs.91542.00.,Transfers Received
318,Your UPI transaction of Rs.18657.00 to bookmyshow was successful. Ref No 8218583010.,Travel & Booking
319,Failed UPI transaction of Rs.16799.00 attempted at swiggy@upi on 08-May-25. Ref No 8879536285. Amount will be reversed if debited.,Failed Transactions
320,You have sent Rs.4426.00 to brother@upi via UPI. Ref No 4633260238. Date: 13-Jan-25. Avl bal Rs.32447.00.,Transfers Sent
321,Your a/c XXXX4092 debited by Rs.11930.00 on 18-Dec-25 to flipkart@upi. Ref No 9486882182. Avl bal Rs.36355.00.,Shopping
322,UPI AutoPay: Rs.533.00 deducted for tataplay subscription. Ref No 6072337939.,Entertainment/Subscriptions
323,Rs.9090.00 paid via UPI for airtel bill. Ref No 3631852155.,Bills & Recharge
324,Your UPI transaction of Rs.16391.00 to irctc was successful. Ref No 1268879209.,Travel & Booking
325,Your UPI transaction of Rs.398.00 to redbus was successful. Ref No 4159064872.,Travel & Booking
326,Your UPI transaction of Rs.4970.00 to irctc was successful. Ref No 9873041684.,Travel & Booking
327,Your UPI transaction of Rs.14886.00 to irctc was successful. Ref No 6114068674.,Travel & Booking
328,UPI transaction of Rs.18093.00 made to dominos on 29-Oct-25. Ref No 5447846036. Avl bal Rs.4334.00.,Food & Delivery
329,Your a/c XXXX3647 debited by Rs.19563.00 on 06-May-25 to lifestylestore@upi. Ref No 5241431030. Avl bal Rs.15699.00.,Shopping
330,Rs.15375.00 debited towards rapido ride via UPI. Ref No 7455971792. Avl bal Rs.24263.00.,Transport
331,UPI AutoPay: Rs.9188.00 deducted for netflix subscription. Ref No 3563551816.,Entertainment/Subscriptions
332,Rs.16621.00 paid via UPI for airtel bill. Ref No 1962003967.,Bills & Recharge
333,Your UPI transaction of Rs.9958.00 to irctc was successful. Ref No 3946923891.,Travel & Booking
334,Rs.16765.00 credited to your a/c XXXX3027 from paytm@upi. Ref No 2745313214. Avl bal Rs.69007.00.,Transfers Received
335,Rs.3299.00 debited towards uber ride via UPI. Ref No 7208496021. Avl bal Rs.67520.00.,Transport
336,Rs.10257.00 paid via UPI for bescom bill. Ref No 5753463494.,Bills & Recharge
337,UPI AutoPay: Rs.12054.00 deducted for sonyliv subscription. Ref No 4147209780.,Entertainment/Subscriptions
338,UPI transaction of Rs.9216.00 made to kfc on 21-May-25. Ref No 6507658789. Avl bal Rs.12080.00.,Food & Delivery
339,Rs.15905.00 credited to your a/c XXXX3302 from company@upi. Ref No 4660535510. Avl bal Rs.7112.00.,Transfers Received
340,Rs.15800.00 credited to your a/c XXXX3100 from googlepay@upi. Ref No 8791912820. Avl bal Rs.85801.00.,Transfers Received
341,Your UPI transaction of Rs.4537.00 to indigo was successful. Ref No 4522982055.,Travel & Booking
342,Your UPI transaction of Rs.10235.00 to airindia was successful. Ref No 9008819014.,Travel & Booking
343,Rs.19704.00 credited to your a/c XXXX3327 from salary@upi. Ref No 7494099601. Avl bal Rs.21124.00.,Transfers Received
344,UPI AutoPay: Rs.1493.00 deducted for tataplay subscription. Ref No 2100551380.,Entertainment/Subscriptions
345,Rs.9962.00 paid via UPI for gaspay bill. Ref No 8364641872.,Bills & Recharge
346,You have sent Rs.19728.00 to father@upi via UPI. Ref No 7845701901. Date: 16-Apr-25. Avl bal Rs.68097.00.,Transfers Sent
347,You have sent Rs.8918.00 to brother@upi via UPI. Ref No 9489135527. Date: 09-Dec-25. Avl bal Rs.93578.00.,Transfers Sent
348,Your a/c XXXX2997 debited by Rs.7042.00 on 22-Jan-25 to bigbazaar@upi. Ref No 3737966521. Avl bal Rs.82435.00.,Shopping
349,Rs.9321.00 debited towards bmtc ride via UPI. Ref No 8686003682. Avl bal Rs.96778.00.,Transport
350,Your UPI transaction of Rs.18868.00 to redbus was successful. Ref No 7374377876.,Travel & Booking
351,You have sent Rs.10457.00 to sister@upi via UPI. Ref No 3590522222. Date: 13-Aug-25. Avl bal Rs.1089.00.,Transfers Sent
352,You have sent Rs.10983.00 to father@upi via UPI. Ref No 8905702170. Date: 26-Nov-25. Avl bal Rs.95901.00.,Transfers Sent
353,Failed UPI transaction of Rs.4710.00 attempted at myntra@upi on 29-May-25. Ref No 8418394048. Amount will be reversed if debited.,Failed Transactions
354,Failed UPI transaction of Rs.19433.00 attempted at flipkart@upi on 26-Aug-25. Ref No 8327989346. Amount will be reversed if debited.,Failed Transactions
355,Rs.4670.00 paid via UPI for vodafone bill. Ref No 7366485606.,Bills & Recharge
356,Your a/c XXXX5285 debited by Rs.11558.00 on 02-Feb-25 to shoppersstop@upi. Ref No 6960298544. Avl bal Rs.97742.00.,Shopping
357,You have sent Rs.10863.00 to father@upi via UPI. Ref No 9122526242. Date: 05-Mar-25. Avl bal Rs.9340.00.,Transfers Sent
358,Rs.7920.00 debited towards rapido ride via UPI. Ref No 1299294568. Avl bal Rs.92298.00.,Transport
359,Rs.9583.00 debited towards bmtc ride via UPI. Ref No 5892749798. Avl bal Rs.85410.00.,Transport
360,Rs.1146.00 debited towards delhimetro ride via UPI. Ref No 9854582650. Avl bal Rs.63187.00.,Transport
361,Rs.2345.00 debited towards delhimetro ride via UPI. Ref No 8471252328. Avl bal Rs.70571.00.,Transport
362,UPI transaction of Rs.9796.00 made to pizzahut on 26-Jul-25. Ref No 5025222863. Avl bal Rs.6856.00.,Food & Delivery
363,You have sent Rs.17908.00 to mother@upi via UPI. Ref No 1757359034. Date: 27-Jun-25. Avl bal Rs.83400.00.,Transfers Sent
364,UPI transaction of Rs.14236.00 made to pizzahut on 22-Jan-25. Ref No 9527662490. Avl bal Rs.86650.00.,Food & Delivery
365,Your UPI transaction of Rs.8185.00 to irctc was successful. Ref No 3552571781.,Travel & Booking
366,UPI transaction of Rs.17322.00 made to pizzahut on 25-Jun-25. Ref No 7357536880. Avl bal Rs.1220.00.,Food & Delivery
367,Rs.8529.00 paid via UPI for djb bill. Ref No 8628040470.,Bills & Recharge
368,UPI transaction of Rs.6318.00 made to kfc on 14-Apr-25. Ref No 3771735257. Avl bal Rs.79630.00.,Food & Delivery
369,Rs.10897.00 debited towards rapido ride via UPI. Ref No 8825563649. Avl bal Rs.35930.00.,Transport
370,UPI transaction of Rs.8380.00 made to swiggy on 06-Sep-25. Ref No 6864542101. Avl bal Rs.14429.00.,Food & Delivery
371,You have sent Rs.7511.00 to sister@upi via UPI. Ref No 7538582372. Date: 28-Feb-25. Avl bal Rs.29585.00.,Transfers Sent
372,Rs.1895.00 credited to your a/c XXXX5816 from refund@upi. Ref No 2200876760. Avl bal Rs.91556.00.,Transfers Received
373,Rs.13540.00 credited to your a/c XXXX5286 from paytm@upi. Ref No 1969957129. Avl bal Rs.91568.00.,Transfers Received
374,Your a/c XXXX5779 debited by Rs.17065.00 on 14-Jan-25 to bigbazaar@upi. Ref No 4818133192. Avl bal Rs.56713.00.,Shopping
375,UPI transaction of Rs.1494.00 made to pizzahut on 04-Nov-25. Ref No 1832159754. Avl bal Rs.35666.00.,Food & Delivery
376,Failed UPI transaction of Rs.6119.00 attempted at dominos@upi on 25-Jan-25. Ref No 4216130868. Amount will be reversed if debited.,Failed Transactions
377,Your a/c XXXX1666 debited by Rs.515.00 on 23-Jul-25 to amazon@upi. Ref No 3984129519. Avl bal Rs.21844.00.,Shopping
378,Rs.4986.00 debited towards rapido ride via UPI. Ref No 3191139445. Avl bal Rs.41616.00.,Transport
379,Your a/c XXXX1677 debited by Rs.2799.00 on 12-Feb-25 to lifestylestore@upi. Ref No 2868168488. Avl bal Rs.65703.00.,Shopping
380,Rs.11303.00 credited to your a/c XXXX6180 from refund@upi. Ref No 1139312399. Avl bal Rs.95843.00.,Transfers Received
381,UPI transaction of Rs.4263.00 made to kfc on 15-Sep-25. Ref No 3135363906. Avl bal Rs.1505.00.,Food & Delivery
382,Rs.10622.00 paid via UPI for djb bill. Ref No 6943242393.,Bills & Recharge
383,Rs.5567.00 debited towards rapido ride via UPI. Ref No 1965355251. Avl bal Rs.45894.00.,Transport
384,Rs.7847.00 paid via UPI for djb bill. Ref No 3183740819.,Bills & Recharge
385,Rs.4839.00 paid via UPI for bsnl bill. Ref No 6316272975.,Bills & Recharge
386,Rs.4240.00 credited to your a/c XXXX2766 from refund@upi. Ref No 9526416486. Avl bal Rs.25342.00.,Transfers Received
387,Your UPI transaction of Rs.304.00 to irctc was successful. Ref No 8284374638.,Travel & Booking
